LED3_2,,LED3_3,,LED3_4,,LED3_5,,LED3_6,,LED3_7,,LED3_8,,LED3_9,,LED3_10,,LED3_11,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
426.9599915,0.4069382846,426.9599915,0.5086728334,426.9599915,0.4069382846,426.9599915,0.9156111479,426.9599915,34.28454971,426.9599915,9.919120789,426.9599915,0.7121420503,426.9599915,0.5595401525,426.9599915,0.6612747312,426.9599915,0.9156111479,
428.0299988,0.3560710251,428.0299988,0.4578055739,428.0299988,0.4578055739,428.0299988,0.7630093098,428.0299988,33.16547012,428.0299988,10.1734581,428.0299988,0.5086728334,428.0299988,0.6104074717,428.0299988,0.6612747312,428.0299988,0.8647438884,
428.9299927,0.6104074717,428.9299927,0.3560710251,428.9299927,0.5595401525,428.9299927,0.5086728334,428.9299927,33.31807327,428.9299927,9.969987869,428.9299927,0.6612747312,428.9299927,0.5595401525,428.9299927,0.4578055739,428.9299927,0.9156111479,
430,0.4578055739,430,0.5086728334,430,0.5595401525,430,1.017345667,430,32.19898987,430,9.766519547,430,0.4578055739,430,0.6612747312,430,0.7630093098,430,0.9664784074,
431.0599976,0.5595401525,431.0599976,0.5086728334,431.0599976,0.5086728334,431.0599976,0.7121420503,431.0599976,32.45332718,431.0599976,10.12259007,431.0599976,0.5595401525,431.0599976,0.5595401525,431.0599976,0.7630093098,431.0599976,0.9664784074,
431.9599915,0.5086728334,431.9599915,0.4069382846,431.9599915,0.4069382846,431.9599915,0.8647438884,431.9599915,33.82674789,431.9599915,9.664784431,431.9599915,0.4578055739,431.9599915,0.6612747312,431.9599915,0.6104074717,431.9599915,0.9156111479,
433.0299988,0.6104074717,433.0299988,0.6104074717,433.0299988,0.6104074717,433.0299988,0.6612747312,433.0299988,30.87644196,433.0299988,9.461315155,433.0299988,0.5086728334,433.0299988,0.5086728334,433.0299988,0.5595401525,433.0299988,1.068212986,
433.9299927,0.5086728334,433.9299927,0.4578055739,433.9299927,0.5595401525,433.9299927,0.7630093098,433.9299927,31.89378929,433.9299927,9.156111717,433.9299927,0.7121420503,433.9299927,0.7121420503,433.9299927,1.017345667,433.9299927,1.068212986,
435,0.8138765693,435,0.5595401525,435,0.5595401525,435,0.7630093098,435,30.46950531,435,9.410448074,435,0.8647438884,435,0.5595401525,435,0.6104074717,435,0.9156111479,
436.0599976,0.7630093098,436.0599976,0.5595401525,436.0599976,0.6612747312,436.0599976,0.9664784074,436.0599976,30.36777115,436.0599976,9.512182236,436.0599976,0.7630093098,436.0599976,0.7630093098,436.0599976,0.8138765693,436.0599976,1.068212986,
436.9599915,0.9664784074,436.9599915,0.7630093098,436.9599915,0.7630093098,436.9599915,0.9156111479,436.9599915,30.52037239,436.9599915,9.308713913,436.9599915,0.9156111479,436.9599915,0.9156111479,436.9599915,0.7121420503,436.9599915,0.9664784074,
438.0299988,0.9664784074,438.0299988,0.8138765693,438.0299988,0.7630093098,438.0299988,0.8647438884,438.0299988,29.80823135,438.0299988,8.698306084,438.0299988,0.8138765693,438.0299988,0.6104074717,438.0299988,0.8647438884,438.0299988,0.9156111479,
438.9299927,1.068212986,438.9299927,0.7630093098,438.9299927,0.8138765693,438.9299927,1.271682262,438.9299927,31.18164635,438.9299927,9.410448074,438.9299927,0.9156111479,438.9299927,0.8647438884,438.9299927,0.8138765693,438.9299927,0.9664784074,
440,0.8647438884,440,0.6104074717,440,0.8138765693,440,1.373416781,440,28.74001694,440,8.800041199,440,0.7630093098,440,0.9156111479,440,0.8647438884,440,1.169947505,
441.0599976,1.220814943,441.0599976,0.9156111479,441.0599976,0.8647438884,441.0599976,0.9664784074,441.0599976,28.53654861,441.0599976,9.105244637,441.0599976,0.9664784074,441.0599976,1.119080305,441.0599976,1.119080305,441.0599976,1.119080305,
441.9599915,1.373416781,441.9599915,1.169947505,441.9599915,1.017345667,441.9599915,1.017345667,441.9599915,28.63828278,441.9599915,8.342235565,441.9599915,0.9664784074,441.9599915,0.6104074717,441.9599915,0.8647438884,441.9599915,1.068212986,
443.0299988,1.882089615,443.0299988,1.119080305,443.0299988,1.373416781,443.0299988,1.220814943,443.0299988,28.94348717,443.0299988,8.698306084,443.0299988,1.068212986,443.0299988,1.017345667,443.0299988,0.9156111479,443.0299988,1.220814943,
443.9299927,2.034691334,443.9299927,1.271682262,443.9299927,1.220814943,443.9299927,1.424284101,443.9299927,27.57006836,443.9299927,8.291367531,443.9299927,1.169947505,443.9299927,1.017345667,443.9299927,1.169947505,443.9299927,1.169947505,
445,1.831222296,445,1.119080305,445,1.169947505,445,1.576885939,445,27.01053047,445,8.138765335,445,1.169947505,445,1.424284101,445,1.119080305,445,1.220814943,
446.0599976,2.187293291,446.0599976,1.169947505,446.0599976,1.373416781,446.0599976,1.424284101,446.0599976,26.45099068,446.0599976,8.393102646,446.0599976,1.373416781,446.0599976,1.322549462,446.0599976,1.576885939,446.0599976,1.576885939,
446.9599915,2.594231606,446.9599915,1.373416781,446.9599915,1.169947505,446.9599915,1.271682262,446.9599915,26.75619316,446.9599915,8.037031174,446.9599915,1.169947505,446.9599915,1.373416781,446.9599915,1.271682262,446.9599915,1.322549462,
448.0299988,2.645098925,448.0299988,1.627753139,448.0299988,1.220814943,448.0299988,1.4751513,448.0299988,26.4001236,448.0299988,8.545703888,448.0299988,1.424284101,448.0299988,1.322549462,448.0299988,1.52601862,448.0299988,1.4751513,
448.9299927,3.00116992,448.9299927,1.4751513,448.9299927,1.576885939,448.9299927,1.322549462,448.9299927,26.29838753,448.9299927,8.342235565,448.9299927,1.4751513,448.9299927,1.373416781,448.9299927,1.424284101,448.9299927,1.322549462,
450,2.594231606,450,1.729487777,450,1.373416781,450,1.678620458,450,26.45099068,450,7.935296535,450,1.220814943,450,1.220814943,450,1.271682262,450,1.627753139,
451.0599976,2.848568201,451.0599976,1.780354977,451.0599976,1.4751513,451.0599976,1.627753139,451.0599976,26.70532608,451.0599976,8.189633369,451.0599976,1.271682262,451.0599976,1.220814943,451.0599976,1.169947505,451.0599976,1.373416781,
451.9599915,2.594231606,451.9599915,1.780354977,451.9599915,1.576885939,451.9599915,1.424284101,451.9599915,25.89144897,451.9599915,7.731827259,451.9599915,1.373416781,451.9599915,1.220814943,451.9599915,1.576885939,451.9599915,1.373416781,
453.0299988,2.797700644,453.0299988,1.831222296,453.0299988,1.678620458,453.0299988,1.424284101,453.0299988,27.21399879,453.0299988,7.680960655,453.0299988,1.52601862,453.0299988,1.322549462,453.0299988,1.4751513,453.0299988,1.576885939,
453.9299927,2.848568201,453.9299927,1.4751513,453.9299927,1.576885939,453.9299927,1.576885939,453.9299927,26.45099068,453.9299927,7.833561897,453.9299927,1.322549462,453.9299927,1.119080305,453.9299927,1.424284101,453.9299927,1.424284101,
455,2.492496967,455,1.576885939,455,1.373416781,455,1.576885939,455,27.21399879,455,7.57922554,455,1.373416781,455,1.322549462,455,1.4751513,455,1.52601862,
456.0599976,2.492496967,456.0599976,1.169947505,456.0599976,1.271682262,456.0599976,1.271682262,456.0599976,29.70649529,456.0599976,8.342235565,456.0599976,1.169947505,456.0599976,1.220814943,456.0599976,1.424284101,456.0599976,1.373416781,
456.9599915,1.983824134,456.9599915,1.220814943,456.9599915,1.220814943,456.9599915,1.322549462,456.9599915,30.41863823,456.9599915,7.477491379,456.9599915,1.373416781,456.9599915,1.271682262,456.9599915,1.424284101,456.9599915,1.4751513,
458.0299988,2.187293291,458.0299988,1.373416781,458.0299988,1.220814943,458.0299988,1.169947505,458.0299988,31.43598557,458.0299988,6.968818188,458.0299988,1.322549462,458.0299988,1.068212986,458.0299988,1.169947505,458.0299988,1.373416781,
458.9299927,1.729487777,458.9299927,1.119080305,458.9299927,0.7121420503,458.9299927,1.271682262,458.9299927,32.04639435,458.9299927,7.274021626,458.9299927,1.068212986,458.9299927,1.017345667,458.9299927,1.271682262,458.9299927,1.373416781,
460,1.729487777,460,0.8647438884,460,1.068212986,460,1.068212986,460,34.43715286,460,7.477491379,460,1.169947505,460,1.169947505,460,0.9664784074,460,1.017345667,
461.0599976,1.729487777,461.0599976,1.271682262,461.0599976,1.169947505,461.0599976,1.119080305,461.0599976,33.92847824,461.0599976,7.274021626,461.0599976,0.9664784074,461.0599976,1.169947505,461.0599976,0.9664784074,461.0599976,1.220814943,
461.9599915,1.627753139,461.9599915,1.068212986,461.9599915,0.8647438884,461.9599915,1.119080305,461.9599915,37.79439545,461.9599915,8.189633369,461.9599915,0.8647438884,461.9599915,1.119080305,461.9599915,1.169947505,461.9599915,0.9664784074,
463.0299988,1.780354977,463.0299988,0.8647438884,463.0299988,0.9664784074,463.0299988,1.220814943,463.0299988,35.9631691,463.0299988,7.121419907,463.0299988,1.220814943,463.0299988,0.9664784074,463.0299988,0.8138765693,463.0299988,1.068212986,
463.9299927,1.52601862,463.9299927,0.6612747312,463.9299927,0.9664784074,463.9299927,1.373416781,463.9299927,33.01287079,463.9299927,7.070552826,463.9299927,0.8647438884,463.9299927,1.017345667,463.9299927,1.119080305,463.9299927,1.220814943,
465,1.322549462,465,1.068212986,465,0.8647438884,465,1.017345667,465,33.72501373,465,6.663614273,465,0.7630093098,465,1.017345667,465,0.9664784074,465,1.068212986,
466.0599976,1.068212986,466.0599976,0.9156111479,466.0599976,0.8138765693,466.0599976,0.9156111479,466.0599976,31.43598557,466.0599976,6.561880112,466.0599976,1.017345667,466.0599976,0.9156111479,466.0599976,0.6612747312,466.0599976,0.9664784074,
466.9599915,1.169947505,466.9599915,0.8647438884,466.9599915,0.7630093098,466.9599915,0.8647438884,466.9599915,29.60476112,466.9599915,6.511012554,466.9599915,0.5595401525,466.9599915,0.6104074717,466.9599915,0.7630093098,466.9599915,1.017345667,
468.0299988,1.271682262,468.0299988,0.8138765693,468.0299988,0.6612747312,468.0299988,1.271682262,468.0299988,26.29838753,468.0299988,6.816216469,468.0299988,0.5595401525,468.0299988,0.7121420503,468.0299988,0.5086728334,468.0299988,0.9156111479,
468.9299927,0.8647438884,468.9299927,0.8138765693,468.9299927,0.6612747312,468.9299927,0.7630093098,468.9299927,26.60359001,468.9299927,6.612747669,468.9299927,0.6104074717,468.9299927,0.5595401525,468.9299927,1.017345667,468.9299927,0.9156111479,
470,1.068212986,470,0.5595401525,470,0.8647438884,470,0.8138765693,470,25.89144897,470,5.493667126,470,0.7630093098,470,0.9664784074,470,0.5595401525,470,0.8138765693,
471.0599976,1.119080305,471.0599976,0.6612747312,471.0599976,0.6612747312,471.0599976,1.068212986,471.0599976,24.92497063,471.0599976,5.239330769,471.0599976,0.8138765693,471.0599976,0.8138765693,471.0599976,0.7121420503,471.0599976,0.7121420503,
471.9599915,0.9156111479,471.9599915,0.7121420503,471.9599915,0.5086728334,471.9599915,0.8647438884,471.9599915,24.11109352,471.9599915,5.951472759,471.9599915,0.7630093098,471.9599915,0.8138765693,471.9599915,0.6612747312,471.9599915,1.068212986,
473.0299988,0.9156111479,473.0299988,0.8647438884,473.0299988,0.6612747312,473.0299988,0.7121420503,473.0299988,22.17813683,473.0299988,6.307543755,473.0299988,0.6104074717,473.0299988,0.7630093098,473.0299988,0.7121420503,473.0299988,0.8138765693,
473.9299927,0.8138765693,473.9299927,0.6104074717,473.9299927,0.7630093098,473.9299927,0.6612747312,473.9299927,23.19548225,473.9299927,5.748003483,473.9299927,0.6104074717,473.9299927,0.7121420503,473.9299927,0.7630093098,473.9299927,0.7630093098,
475,0.6104074717,475,0.4578055739,475,0.5595401525,475,0.6612747312,475,21.92380142,475,5.798870564,475,0.6612747312,475,0.8647438884,475,0.7630093098,475,0.9664784074,
476.0599976,0.5086728334,476.0599976,0.8138765693,476.0599976,0.5595401525,476.0599976,0.7630093098,476.0599976,22.33073807,476.0599976,6.307543755,476.0599976,0.6612747312,476.0599976,0.7630093098,476.0599976,0.7630093098,476.0599976,0.8647438884,
476.9599915,0.9664784074,476.9599915,0.5086728334,476.9599915,0.8138765693,476.9599915,1.017345667,476.9599915,22.63594246,476.9599915,6.663614273,476.9599915,0.5595401525,476.9599915,0.6612747312,476.9599915,0.6612747312,476.9599915,1.017345667,
478.0299988,0.8647438884,478.0299988,0.6612747312,478.0299988,0.4578055739,478.0299988,0.6612747312,478.0299988,21.66946411,478.0299988,5.697136402,478.0299988,0.5595401525,478.0299988,0.5595401525,478.0299988,0.7121420503,478.0299988,0.8647438884,
478.9299927,0.7630093098,478.9299927,0.8138765693,478.9299927,0.6612747312,478.9299927,0.7121420503,478.9299927,20.95732307,478.9299927,5.08672905,478.9299927,0.6104074717,478.9299927,0.7121420503,478.9299927,0.7121420503,478.9299927,0.8138765693,
480,0.6612747312,480,0.5595401525,480,0.4578055739,480,0.8647438884,480,21.61859703,480,5.239330769,480,0.5086728334,480,0.5595401525,480,0.6612747312,480,0.6104074717,
481.0400085,0.8138765693,481.0400085,0.5595401525,481.0400085,0.5086728334,481.0400085,0.6612747312,481.0400085,21.87293434,481.0400085,5.34106493,481.0400085,0.7630093098,481.0400085,0.9156111479,481.0400085,0.8138765693,481.0400085,0.6612747312,
481.9400024,0.6104074717,481.9400024,0.5086728334,481.9400024,0.4578055739,481.9400024,0.6612747312,481.9400024,21.1607914,481.9400024,5.798870564,481.9400024,0.4578055739,481.9400024,0.5086728334,481.9400024,0.8138765693,481.9400024,0.7121420503,
482.980011,0.7630093098,482.980011,0.4578055739,482.980011,0.6104074717,482.980011,0.8138765693,482.980011,21.9746685,482.980011,5.646268845,482.980011,0.5595401525,482.980011,0.6612747312,482.980011,0.6104074717,482.980011,0.9156111479,
484.019989,0.7630093098,484.019989,0.5086728334,484.019989,0.5086728334,484.019989,0.7121420503,484.019989,21.05905724,484.019989,5.34106493,484.019989,0.6104074717,484.019989,0.6104074717,484.019989,0.8138765693,484.019989,0.7630093098,
485.0700073,0.9664784074,485.0700073,0.3052037358,485.0700073,0.6104074717,485.0700073,0.7630093098,485.0700073,20.24518013,485.0700073,5.239330769,485.0700073,0.7121420503,485.0700073,0.6612747312,485.0700073,0.6612747312,485.0700073,0.7121420503,
485.9700012,0.6104074717,485.9700012,0.5086728334,485.9700012,0.5595401525,485.9700012,0.6612747312,485.9700012,20.6012516,485.9700012,6.307543755,485.9700012,0.7630093098,485.9700012,0.5086728334,485.9700012,0.7630093098,485.9700012,0.7630093098,
487.0100098,0.5595401525,487.0100098,0.4578055739,487.0100098,0.5086728334,487.0100098,0.6104074717,487.0100098,21.66946411,487.0100098,5.595401287,487.0100098,0.6104074717,487.0100098,0.7121420503,487.0100098,0.7121420503,487.0100098,0.6612747312,
488.0499878,0.4578055739,488.0499878,0.6104074717,488.0499878,0.5086728334,488.0499878,0.6104074717,488.0499878,21.36425972,488.0499878,5.748003483,488.0499878,0.5595401525,488.0499878,0.7630093098,488.0499878,0.6104074717,488.0499878,0.6612747312,
488.9500122,0.7121420503,488.9500122,0.6612747312,488.9500122,0.5595401525,488.9500122,0.4578055739,488.9500122,20.65211868,488.9500122,5.595401287,488.9500122,0.4578055739,488.9500122,0.7630093098,488.9500122,0.5595401525,488.9500122,0.8138765693,
490,0.5595401525,490,0.3052037358,490,0.8138765693,490,0.9664784074,490,21.1607914,490,5.391932487,490,0.4069382846,490,0.5595401525,490,0.8138765693,490,0.8138765693,
491.0599976,0.6104074717,491.0599976,0.6104074717,491.0599976,0.6104074717,491.0599976,0.6104074717,491.0599976,21.00819016,491.0599976,5.748003483,491.0599976,0.8138765693,491.0599976,0.7121420503,491.0599976,0.5595401525,491.0599976,0.4578055739,
491.9599915,0.6612747312,491.9599915,0.6612747312,491.9599915,0.5595401525,491.9599915,0.7630093098,491.9599915,21.46599388,491.9599915,5.748003483,491.9599915,0.6612747312,491.9599915,0.5086728334,491.9599915,0.4578055739,491.9599915,0.7121420503,
493.0299988,0.7630093098,493.0299988,0.5086728334,493.0299988,0.7121420503,493.0299988,0.6612747312,493.0299988,20.49951553,493.0299988,5.290197849,493.0299988,0.6104074717,493.0299988,0.6104074717,493.0299988,0.6612747312,493.0299988,0.5086728334,
493.9299927,0.6612747312,493.9299927,0.5086728334,493.9299927,0.5086728334,493.9299927,0.4069382846,493.9299927,21.72033119,493.9299927,5.493667126,493.9299927,0.5086728334,493.9299927,0.6104074717,493.9299927,0.6612747312,493.9299927,0.8138765693,
495,0.9156111479,495,0.4578055739,495,0.6612747312,495,0.7630093098,495,22.22900391,495,5.697136402,495,0.5086728334,495,0.4578055739,495,0.7630093098,495,0.8138765693,
496.0599976,0.5595401525,496.0599976,0.7121420503,496.0599976,0.4069382846,496.0599976,0.9156111479,496.0599976,21.31339264,496.0599976,5.646268845,496.0599976,0.5595401525,496.0599976,0.5595401525,496.0599976,0.7630093098,496.0599976,0.7630093098,
496.9599915,0.7121420503,496.9599915,0.6612747312,496.9599915,0.6612747312,496.9599915,0.5086728334,496.9599915,23.04288101,496.9599915,5.391932487,496.9599915,0.4578055739,496.9599915,0.7630093098,496.9599915,0.7121420503,496.9599915,0.8647438884,
498.0299988,0.5595401525,498.0299988,0.5595401525,498.0299988,0.5086728334,498.0299988,0.7121420503,498.0299988,22.02553558,498.0299988,5.544534206,498.0299988,0.7121420503,498.0299988,0.5595401525,498.0299988,0.6612747312,498.0299988,0.7630093098,
498.9299927,0.5595401525,498.9299927,0.5086728334,498.9299927,0.7121420503,498.9299927,0.7121420503,498.9299927,22.33073807,498.9299927,6.20580864,498.9299927,0.5086728334,498.9299927,0.5086728334,498.9299927,0.7630093098,498.9299927,0.9156111479,
500,0.8138765693,500,0.5086728334,500,0.6612747312,500,0.8647438884,500,22.58507538,500,5.798870564,500,0.3560710251,500,0.5086728334,500,0.7630093098,500,0.8647438884,

LED3_2,
LED3_2
Collection Time: 27.06.2023 11:37:13
Operator Name  : 370nm
Scan Software Version: 1.1(132)
Parameter List :
Instrument                      Cary Eclipse
Instrument Serial Number        EL08083863
Data mode                       Bio/Chemi-luminescence
Gate time (ms)                 5.0000
Scan mode                       Emission
X Mode                          Wavelength (nm)
Start (nm)                      200.00
Stop (nm)                       500.00
Em. Slit (nm)                   1.5
Data interval (nm)              1.0000
Emission filter                 Open
PMT voltage (V)                 Medium
Corrected spectra               OFF
Method Log     :
Method Name    : C:\Varian\Cary Eclipse WinFLR\Default.FMSW
Date/Time stamp: 27.08.2020 16:04:40
Method Modifications:
Instrument mode: Changed: 27.06.2023 11:36:57, Old:Fluorescence, New:Bio/Chemi-luminescence
Em. Slit Width (nm): Changed: 27.06.2023 11:36:57, Old:5, New:1.5
Scan Control Changed: 27.06.2023 11:36:57, Old:Medium, New:Manual
Ave. time (s): Changed: 27.06.2023 11:36:57, Old:0.10000, New:0.00500
Emission Wavelength Changed: 27.06.2023 11:36:57, Old: 400.00, New: 200.00
Stop Wavelength Changed: 27.06.2023 11:36:57, Old: 600.00, New: 500.00
End Method Modifications

LED3_3,
LED3_3
Collection Time: 27.06.2023 11:37:31
Operator Name  : 370nm
Scan Software Version: 1.1(132)
Parameter List :
Instrument                      Cary Eclipse
Instrument Serial Number        EL08083863
Data mode                       Bio/Chemi-luminescence
Gate time (ms)                 5.0000
Scan mode                       Emission
X Mode                          Wavelength (nm)
Start (nm)                      200.00
Stop (nm)                       500.00
Em. Slit (nm)                   1.5
Data interval (nm)              1.0000
Emission filter                 Open
PMT voltage (V)                 Medium
Corrected spectra               OFF
Method Log     :
Method Name    : C:\Varian\Cary Eclipse WinFLR\Default.FMSW
Date/Time stamp: 27.08.2020 16:04:40
Method Modifications:
Instrument mode: Changed: 27.06.2023 11:36:57, Old:Fluorescence, New:Bio/Chemi-luminescence
Em. Slit Width (nm): Changed: 27.06.2023 11:36:57, Old:5, New:1.5
Scan Control Changed: 27.06.2023 11:36:57, Old:Medium, New:Manual
Ave. time (s): Changed: 27.06.2023 11:36:57, Old:0.10000, New:0.00500
Emission Wavelength Changed: 27.06.2023 11:36:57, Old: 400.00, New: 200.00
Stop Wavelength Changed: 27.06.2023 11:36:57, Old: 600.00, New: 500.00
End Method Modifications

LED3_4,
LED3_4
Collection Time: 27.06.2023 11:37:42
Operator Name  : 370nm
Scan Software Version: 1.1(132)
Parameter List :
Instrument                      Cary Eclipse
Instrument Serial Number        EL08083863
Data mode                       Bio/Chemi-luminescence
Gate time (ms)                 5.0000
Scan mode                       Emission
X Mode                          Wavelength (nm)
Start (nm)                      200.00
Stop (nm)                       500.00
Em. Slit (nm)                   1.5
Data interval (nm)              1.0000
Emission filter                 Open
PMT voltage (V)                 Medium
Corrected spectra               OFF
Method Log     :
Method Name    : C:\Varian\Cary Eclipse WinFLR\Default.FMSW
Date/Time stamp: 27.08.2020 16:04:40
Method Modifications:
Instrument mode: Changed: 27.06.2023 11:36:57, Old:Fluorescence, New:Bio/Chemi-luminescence
Em. Slit Width (nm): Changed: 27.06.2023 11:36:57, Old:5, New:1.5
Scan Control Changed: 27.06.2023 11:36:57, Old:Medium, New:Manual
Ave. time (s): Changed: 27.06.2023 11:36:57, Old:0.10000, New:0.00500
Emission Wavelength Changed: 27.06.2023 11:36:57, Old: 400.00, New: 200.00
Stop Wavelength Changed: 27.06.2023 11:36:57, Old: 600.00, New: 500.00
End Method Modifications

LED3_5,
LED3_5
Collection Time: 27.06.2023 11:37:51
Operator Name  : 370nm
Scan Software Version: 1.1(132)
Parameter List :
Instrument                      Cary Eclipse
Instrument Serial Number        EL08083863
Data mode                       Bio/Chemi-luminescence
Gate time (ms)                 5.0000
Scan mode                       Emission
X Mode                          Wavelength (nm)
Start (nm)                      200.00
Stop (nm)                       500.00
Em. Slit (nm)                   1.5
Data interval (nm)              1.0000
Emission filter                 Open
PMT voltage (V)                 Medium
Corrected spectra               OFF
Method Log     :
Method Name    : C:\Varian\Cary Eclipse WinFLR\Default.FMSW
Date/Time stamp: 27.08.2020 16:04:40
Method Modifications:
Instrument mode: Changed: 27.06.2023 11:36:57, Old:Fluorescence, New:Bio/Chemi-luminescence
Em. Slit Width (nm): Changed: 27.06.2023 11:36:57, Old:5, New:1.5
Scan Control Changed: 27.06.2023 11:36:57, Old:Medium, New:Manual
Ave. time (s): Changed: 27.06.2023 11:36:57, Old:0.10000, New:0.00500
Emission Wavelength Changed: 27.06.2023 11:36:57, Old: 400.00, New: 200.00
Stop Wavelength Changed: 27.06.2023 11:36:57, Old: 600.00, New: 500.00
End Method Modifications

LED3_6,
LED3_6
Collection Time: 27.06.2023 11:38:00
Operator Name  : 370nm
Scan Software Version: 1.1(132)
Parameter List :
Instrument                      Cary Eclipse
Instrument Serial Number        EL08083863
Data mode                       Bio/Chemi-luminescence
Gate time (ms)                 5.0000
Scan mode                       Emission
X Mode                          Wavelength (nm)
Start (nm)                      200.00
Stop (nm)                       500.00
Em. Slit (nm)                   1.5
Data interval (nm)              1.0000
Emission filter                 Open
PMT voltage (V)                 Medium
Corrected spectra               OFF
Method Log     :
Method Name    : C:\Varian\Cary Eclipse WinFLR\Default.FMSW
Date/Time stamp: 27.08.2020 16:04:40
Method Modifications:
Instrument mode: Changed: 27.06.2023 11:36:57, Old:Fluorescence, New:Bio/Chemi-luminescence
Em. Slit Width (nm): Changed: 27.06.2023 11:36:57, Old:5, New:1.5
Scan Control Changed: 27.06.2023 11:36:57, Old:Medium, New:Manual
Ave. time (s): Changed: 27.06.2023 11:36:57, Old:0.10000, New:0.00500
Emission Wavelength Changed: 27.06.2023 11:36:57, Old: 400.00, New: 200.00
Stop Wavelength Changed: 27.06.2023 11:36:57, Old: 600.00, New: 500.00
End Method Modifications

LED3_7,
LED3_7
Collection Time: 27.06.2023 11:38:08
Operator Name  : 370nm
Scan Software Version: 1.1(132)
Parameter List :
Instrument                      Cary Eclipse
Instrument Serial Number        EL08083863
Data mode                       Bio/Chemi-luminescence
Gate time (ms)                 5.0000
Scan mode                       Emission
X Mode                          Wavelength (nm)
Start (nm)                      200.00
Stop (nm)                       500.00
Em. Slit (nm)                   1.5
Data interval (nm)              1.0000
Emission filter                 Open
PMT voltage (V)                 Medium
Corrected spectra               OFF
Method Log     :
Method Name    : C:\Varian\Cary Eclipse WinFLR\Default.FMSW
Date/Time stamp: 27.08.2020 16:04:40
Method Modifications:
Instrument mode: Changed: 27.06.2023 11:36:57, Old:Fluorescence, New:Bio/Chemi-luminescence
Em. Slit Width (nm): Changed: 27.06.2023 11:36:57, Old:5, New:1.5
Scan Control Changed: 27.06.2023 11:36:57, Old:Medium, New:Manual
Ave. time (s): Changed: 27.06.2023 11:36:57, Old:0.10000, New:0.00500
Emission Wavelength Changed: 27.06.2023 11:36:57, Old: 400.00, New: 200.00
Stop Wavelength Changed: 27.06.2023 11:36:57, Old: 600.00, New: 500.00
End Method Modifications

LED3_8,
LED3_8
Collection Time: 27.06.2023 11:38:16
Operator Name  : 370nm
Scan Software Version: 1.1(132)
Parameter List :
Instrument                      Cary Eclipse
Instrument Serial Number        EL08083863
Data mode                       Bio/Chemi-luminescence
Gate time (ms)                 5.0000
Scan mode                       Emission
X Mode                          Wavelength (nm)
Start (nm)                      200.00
Stop (nm)                       500.00
Em. Slit (nm)                   1.5
Data interval (nm)              1.0000
Emission filter                 Open
PMT voltage (V)                 Medium
Corrected spectra               OFF
Method Log     :
Method Name    : C:\Varian\Cary Eclipse WinFLR\Default.FMSW
Date/Time stamp: 27.08.2020 16:04:40
Method Modifications:
Instrument mode: Changed: 27.06.2023 11:36:57, Old:Fluorescence, New:Bio/Chemi-luminescence
Em. Slit Width (nm): Changed: 27.06.2023 11:36:57, Old:5, New:1.5
Scan Control Changed: 27.06.2023 11:36:57, Old:Medium, New:Manual
Ave. time (s): Changed: 27.06.2023 11:36:57, Old:0.10000, New:0.00500
Emission Wavelength Changed: 27.06.2023 11:36:57, Old: 400.00, New: 200.00
Stop Wavelength Changed: 27.06.2023 11:36:57, Old: 600.00, New: 500.00
End Method Modifications

LED3_9,
LED3_9
Collection Time: 27.06.2023 11:38:26
Operator Name  : 370nm
Scan Software Version: 1.1(132)
Parameter List :
Instrument                      Cary Eclipse
Instrument Serial Number        EL08083863
Data mode                       Bio/Chemi-luminescence
Gate time (ms)                 5.0000
Scan mode                       Emission
X Mode                          Wavelength (nm)
Start (nm)                      200.00
Stop (nm)                       500.00
Em. Slit (nm)                   1.5
Data interval (nm)              1.0000
Emission filter                 Open
PMT voltage (V)                 Medium
Corrected spectra               OFF
Method Log     :
Method Name    : C:\Varian\Cary Eclipse WinFLR\Default.FMSW
Date/Time stamp: 27.08.2020 16:04:40
Method Modifications:
Instrument mode: Changed: 27.06.2023 11:36:57, Old:Fluorescence, New:Bio/Chemi-luminescence
Em. Slit Width (nm): Changed: 27.06.2023 11:36:57, Old:5, New:1.5
Scan Control Changed: 27.06.2023 11:36:57, Old:Medium, New:Manual
Ave. time (s): Changed: 27.06.2023 11:36:57, Old:0.10000, New:0.00500
Emission Wavelength Changed: 27.06.2023 11:36:57, Old: 400.00, New: 200.00
Stop Wavelength Changed: 27.06.2023 11:36:57, Old: 600.00, New: 500.00
End Method Modifications

LED3_10,
LED3_10
Collection Time: 27.06.2023 11:38:34
Operator Name  : 370nm
Scan Software Version: 1.1(132)
Parameter List :
Instrument                      Cary Eclipse
Instrument Serial Number        EL08083863
Data mode                       Bio/Chemi-luminescence
Gate time (ms)                 5.0000
Scan mode                       Emission
X Mode                          Wavelength (nm)
Start (nm)                      200.00
Stop (nm)                       500.00
Em. Slit (nm)                   1.5
Data interval (nm)              1.0000
Emission filter                 Open
PMT voltage (V)                 Medium
Corrected spectra               OFF
Method Log     :
